name,detail_url,listing_address,listing_languages,map_url,listing_website,services,regular_staff_languages,casual_volunteer_languages,reduced_mobility_access,daycare,contact_hours,phone,email,website,address,holiday_period,territory_covered,administrative_region,municipality,source_last_updated
CRESO Centre-Conseil en Emploi (Beauharnois),https://www.quebec.ca/en/immigration/partners/43/creso-centre-conseil-en-emploi-beauharnois,"640, rue Ellice, 2e étage Beauharnois (Montérégie) J6N 0T2 Tel. : 452 377-4889 Fax : 451 377-5199","Français, Anglais, Espagnol","https://www.google.com/maps/place/640+Rue+Ellice,+Beauharnois,+QC+J6N+0T2/@45.3128034,-73.8793093,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc9410a3e3cff31:0x3b2a507520fa31d4!8m2!3d45.3127996!4d-73.8771206",https://www.creso-emploi.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Jumelage interculturel","Français, Anglais, Espagnol","Français, Ukrainien",,,Du lundi au jeudi de 8 h à 12 h et de 13 h à 16 h 30 et le vendredi de 12 h à 13 h.,452-377-4889,information@creso-emploi.ca,http://www.creso-emploi.ca,"640, rue Ellice, 2e étage Beauharnois (Québec) J6N 0T2 Voir sur la carte",Bureau fermé 2 semaines pendant les vacances de la construction et deux semaines entre Noël et du Jour de l'an,MRC de Beauharnois-Salaberry (7 municipalités) et MRC du Haut-Saint-Laurent (13 municipalités),Montérégie,Beauharnois,"June 10, 2025"
CRESO Centre-Conseil en Emploi (Huntingdon),https://www.quebec.ca/en/immigration/partners/82/creso-centre-conseil-en-emploi-huntingdon,"72, rue Dalhousie Huntingdon (Montérégie) J0S 1H0 Tel. : 451 377-4889 Fax : 450 377-5199","Français, Anglais, Espagnol","https://www.google.com/maps/place/72+Rue+Dalhousie,+Huntingdon,+QC+J0S+1H0/@45.0907957,-74.1816962,17z/data=!4m5!3m4!1s0x4ccbfd445ba604f9:0xda3c2129a2283f0d!8m2!3d45.0907919!4d-74.1791427",https://www.creso-emploi.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Jumelage interculturel","Français, Anglais, Espagnol","Français, Ukrainien",,,Du lundi au jeudi de 8h à 12h et de 13h à 16h 30 et le vendredi de 12h à 13h.,451-377-4889,information@creso-emploi.ca,http://www.creso-emploi.ca,"72, rue Dalhousie Huntingdon (Québec) J0S 1H0 Voir sur la carte",Bureau fermé 2 semaines pendant les vacances de la construction et 2 semaines pendant la période de Noël et du jour de l'An,MRC de Beauharnois-Salaberry (7 municipalités) et MRC du Haut-Saint-Laurent (13 municipalités),Montérégie,Huntingdon,"June 10, 2025"
CRESO Centre-Conseil en Emploi (Salaberry-De-Valleyfield),https://www.quebec.ca/en/immigration/partners/81/creso-centre-conseil-en-emploi-salaberry-de-valleyfield,"139, rue Victoria Salaberry-de-Valleyfield (Montérégie) J6T 1A4 Tel. : 450 377-4889 Fax : 450 377-5199","Français, Anglais, Espagnol","https://www.google.ca/maps/place/CRESO+-+Centre-conseil+en+emploi/@45.2566031,-74.1288397,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc94e2eb85f89f7:0x431384c084116e2e!8m2!3d45.2566459!4d-74.1266878",https://www.creso-emploi.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Jumelage interculturel","Français, Anglais, Espagnol","Français, Ukrainien",,,Du lundi au jeudi de 8 h à 12 h et de 13 h à 16 h 30 et le vendredi de 12 h à 13 h.,450-377-4889,info@cresom.com,http://www.creso-emploi.ca,"139, rue Victoria Salaberry-de-Valleyfield (Québec) J6T 1A4 Voir sur la carte",Bureau fermé 2 semaines pendant les vacances de la construction et 2 semaines pendant la période de Noël et du jour de l'An,MRC de Beauharnois-Salaberry (7 municipalités) et MRC du Haut-Saint-Laurent (13 municipalités),Montérégie,Salaberry-de-Valleyfield,"June 10, 2025"
Droit À L'emploi (D.E.) (Saint-Jean-Sur-Richelieu),https://www.quebec.ca/en/immigration/partners/83/droit-a-lemploi-de-saint-jean-sur-richelieu,"49, rue Saint-Jacques Saint-Jean-sur-Richelieu (Montérégie) J3B 2J8 Tel. : 450 347-6101, Ext. 225 Fax : 450 347-1198","Français, Anglais, Espagnol, Arabe, Berbère, Créole (Haïtien), Laotien, Portugais, Ukrainien, Russe","http://maps.google.ca/maps?q=49, rue Saint-Jacques Saint-Jean-sur-Richelieu, Québec J3B 2J8",https://www.coffre.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Session Objectif intégration | Jumelage interculturel | Personne ayant demandé l'asile (DA) - Recherche de logement | Séances d'information pour les DA","Français, Anglais, Espagnol, Arabe, Berbère, Créole (Haïtien), Laotien, Portugais, Ukrainien, Russe","Français, Anglais, Espagnol, Arabe, Berbère, Créole haïtien, Laotien, Portugais, Ukrainien, Russe",Yes,,Du lundi au jeudi de 8h à 12h et de 13h à 16h 30 et le vendredi de 12h à 13h.,450-347-6101,st-jean@quartierdelemploi.ca,http://www.coffre.ca,"49, rue Saint-Jacques Saint-Jean-sur-Richelieu (Québec) J3B 2J8 Voir sur la carte",Bureau fermé 2 semaines pendant la période de Noël et du jour de l'An et 2 semaines pendant les vacances de la construction,MRC Haut-Richelieu,Montérégie,Saint-Jean-sur-Richelieu,"June 10, 2025"
Développement Mauricie,https://www.quebec.ca/en/immigration/partners/178/developpement-mauricie,"280, rue Saint-Georges, C.P. 25042 Trois-Rivières (Mauricie) G9A 4J9 Tel. : 418 365-8252",Français uniquement,https://maps.app.goo.gl/KxVstjZ6qqAtPR8h6,https://developpementmauricie.com/,Régionalisation/établissement hors Montréal,Français uniquement,Français uniquement,Yes,,Du lundi au vendredi de 8 h à 12 h et de 13 h à 16 h.,418-365-8252,info@developpementmauricie.com,https://developpementmauricie.com/,"280, rue Saint-Georges, C.P. 25042 Trois-Rivières (Québec) G9A 4J9 Voir sur la carte",Bureau fermé pendant le temps des fêtes,MRC de la Mauricie (Ville de La Tuqueé); MRC de Mékinac (Ville de Shawinigan); MRC des Chenaux (Ville de Trois-Rivières); MRC de Maskinongé,Mauricie,Trois-Rivières,"June 10, 2025"
Femmes en emploi,https://www.quebec.ca/en/immigration/partners/177/femmes-en-emploi,"1688, boulevard des Laurentides Vimont (Laval) H7M 2P4 Tel. : 450 490-4895","Français, Anglais, Espagnol, Créole",https://goo.gl/maps/sGY5to8CgHkfzHNb7,https://www.femmesenemploi.org,"Accueil, installation, intégration, renseignement et référence | Intervenant communautaire interculturel (ICI) Santé – Éducation – Petite enfance – Jeunesse | Intervenant communautaire interculturel (ICI) - Femmes | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Espagnol, Créole","Français, Anglais, Arabe",Yes,Available on site,Du lundi au vendredi de 9 h à 12 h et de 13 h à 17 h.,450-490-4895,info@femmesenemploi.org,http://www.femmesenemploi.org,"1688, boulevard des Laurentides Vimont (Québec) H7M 2P4 Voir sur la carte",Ao–t : bureau ouvert de 9 h à 12 h le vendredi. Bureau ferméau cours de la période des fêtes,Laval; Vimont; Auteuil; Ste-Rose,Laval,Vimont,"June 10, 2025"
Groupe Inclusia (Chicoutimi),https://www.quebec.ca/en/immigration/partners/87/groupe-inclusia-chicoutimi,245 rue Riverin Ville Saguenay (Saguenay-Lac-Saint-Jean) G7H 4R6 Tel. : 419 548-3445,"Français, Anglais, Espagnol, Arabe","https://www.google.com/maps/place/245+Rue+Riverin+%23110,+Chicoutimi,+QC+G7H+4R6/@48.4281623,-71.057051,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc020b2d6eaeb39:0xc99a731e11ae0ae4!8m2!3d48.4281588!4d-71.0548623",https://www.groupeinclusia.com,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Espagnol, Arabe","Roumain, Anglais, Espagnol, Italien, Ukrainien, Russe",Yes,,Mardi et jeudi de 8 h 30 à 12 h et de 13 h à 16 h 30. Les services sont offerts sur rendez-vous seulement.,419-548-3445,info@groupeinclusia.com,http://www.groupeinclusia.com,245 rue Riverin Ville Saguenay (Québec) G7H 4R6 Voir sur la carte,Services offerts toute l'année,Arrondissements de Jonquière et de Chicoutimi de la ville de Saguenay.,Saguenay-Lac-Saint-Jean,Ville Saguenay,"June 10, 2025"
Groupe Inclusia (Jonquière),https://www.quebec.ca/en/immigration/partners/86/groupe-inclusia-jonquiere,"2455, rue Cantin Jonquière (Saguenay-Lac-Saint-Jean) G7X 8S7 Tel. : 418 548-3445 Fax : 418 548-3717","Français, Anglais, Espagnol, Arabe","https://www.google.ca/maps/place/2455+Rue+Cantin,+Jonqui%C3%A8re,+QC+G7X+8S7/@48.4024272,-71.2361413,17z/data=!3m1!4b1!4m6!3m5!1s0x4cc028c43c2ea717:0x2f55aa116f9cba9f!8m2!3d48.4024272!4d-71.2335664!16s%2Fg%2F11cpb14r9x?entry=ttu&g_ep=EgoyMDI1MDkyNC4wIKXMDSoASAFQAw%3D%3D",https://www.groupeinclusia.com,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Espagnol, Arabe","Roumain, Anglais, Espagnol, Italien, Ukrainien, Russe",Yes,,"Le lundi, mardi, jeudi et vendredi, de 8 h 30 à 12 h et de 13 h à 16 h 30. Le mercredi de 13 h à 16 h 30. De façon générale les services sont offerts du lundi au vendredi de 8 h 30 à 16 h 30. Les heures d'ouverture sont prolongées les soirs et fin de semaine afin d'offrir les sessions Objectif intégration, les services individuels et les activités collectives. Du 1er juin à la fête du travail, l'organisme à un horaire différent, les heures d'ouvertures sont de 8 h à 16 h 30 du lundi au jeudi, et le vendredi de 8 h à 12 h.",418-548-3445,info@groupeinclusia.com,http://www.groupeinclusia.com,"2455, rue Cantin Jonquière (Québec) G7X 8S7 Voir sur la carte",Services offerts toute l'année,Arrondissements de Jonquière et de Chicoutimi de la ville de Saguenay.,Saguenay-Lac-Saint-Jean,Jonquière,"June 10, 2025"
Haute Gaspésie Me Voici,https://www.quebec.ca/en/immigration/partners/149/haute-gaspesie-me-voici,"464, boulevard Sainte-Anne Ouest Sainte-Anne-des-Monts (Gaspésie-Îles-de-la-Madeleine) G4V 1T5 Tel. : 418 763-7791","Français, Anglais","https://www.google.com/maps/place/464+Bd+Ste+Anne+O,+Sainte-Anne-des-Monts,+QC+G4V+1T5/@49.1228874,-66.528824,17z/data=!3m1!4b1!4m5!3m4!1s0x4c90c521c3a29dc9:0xee739f79546813d7!8m2!3d49.1228874!4d-66.528824",,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel | Jumelage interculturel","Français, Anglais","Français, Anglais",Yes,,Du lundi au vendredi de 8 h à 12 h et de 13 h à 16 h.,418-763-7791,info@hgmevoici.ca,,"464, boulevard Sainte-Anne Ouest Sainte-Anne-des-Monts (Québec) G4V 1T5 Voir sur la carte",Bureau fermé durant 2 semaines à la période des fêtes et les 2 semaines de la construction,"Les minicipalités de la MRC Haute-Gaspésie (Cap-Chat, Sainte-Anne-des-Monts, La Martre, Marsoui, Rivière-à-Claude, Mont-Saint-Pierre, Saint-Maxime-du-Mont-Louis, Sainte-Madeleine-de-la-Rivière-Madeleine, Territoire non organisé du Mont-Albert (Cap-Seize))",Gaspésie-Îles-de-la-Madeleine,Sainte-Anne-des-Monts,"June 10, 2025"
Horizon Emploi,https://www.quebec.ca/en/immigration/partners/200/horizon-emploi,"105, avenue Grand-Pré Bonaventure (Gaspésie-Îles-de-la-Madeleine) GOC 1E0 Tel. : 418 534-3714","Français, Anglais",https://maps.app.goo.gl/iSp46n8NN79KFvHc9,https://www.horizonemploi.com/,"Accueil, installation, intégration, renseignement et référence","Français, Anglais",Français uniquement,,,Du lundi au vendredi de 9h à 12 h et de 13 h à 16 h.,418-534-3714,info@horizonemploi.com,https://www.horizonemploi.com/,"105, avenue Grand-Pré Bonaventure (Québec) GOC 1E0 Voir sur la carte",Bureau fermé 2 semaines à la période des fêtes,"Les municipalités de la MRC de Bonaventure (Bonaventure, New Richmond, Caplan, Paspébiac, New Carlisle, St- Alphonse)",Gaspésie-Îles-de-la-Madeleine,Bonaventure,"June 10, 2025"
Impact Emploi de l'Érable,https://www.quebec.ca/en/immigration/partners/168/impact-emploi-de-lerable,"1800, avenue Saint-Laurent Plessisville (Centre-du-Québec) G6L 2P8 Tel. : 819 362-1233 Fax : 819-362-1572","Français, Anglais, Espagnol","https://www.google.com/maps/place/Impact+Emploi+de+L'%C3%89rable/@46.2226904,-71.7759677,17z/data=!3m1!4b1!4m5!3m4!1s0x4cb80dd1eb9611db:0xcf77d143376f922!8m2!3d46.2226913!4d-71.7737716",https://www.impactemploi.ca,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel","Français, Anglais, Espagnol","Français, Anglais, Espagnol",,,Du lundi au vendredi de 9 h à 12 h et de 13 h à 16 h. Horaire d'été : du lundi au jeudi de 8 h 15 à 12 h et de 12 h 30 à 15 h 30 et le vendredi de 8 h à 12 h.,819-362-1233,accueil@impactemploi.ca,http://www.impactemploi.ca,"1800, avenue Saint-Laurent Plessisville (Québec) G6L 2P8 Voir sur la carte",Bureau fermé durant la période des Fêtes (selon le calendrier du Centre de services scolaires des Bois-Francs) soit du 22 décembre 2021 au 5 janvier 2022,Les municipalités de la MRC de L'Érable (Plessisville; Saint-Ferdinand; Saint-Pierre-Baptiste; Sainte-Sophie-d'Halifax; Inverness; Laurierville; Lyster; Villeroy; Princeville),Centre-du-Québec,Plessisville,"June 10, 2025"
INICI,https://www.quebec.ca/en/immigration/partners/182/inici,"2030, Boulevard Pie IX Montréal (Montréal) H1V 2C8 Tel. : 514 255-3900","Français, Anglais, Espagnol, Arabe, Portugais, Roumain, Kirundi, Senoufou, Dioula, Kiryanwanda",https://maps.app.goo.gl/eCAYkfbjxdKLqxVQ7,https://www.alpaong.com/,"Accueil, installation, intégration, renseignement et référence | Personne ayant demandé l'asile (DA) - Recherche de logement | Jumelage interculturel","Français, Anglais, Espagnol, Arabe, Portugais, Roumain, Kirundi, Senoufou, Dioula, Kiryanwanda","Français, Anglais, Espagnol, Turque, Créole, Kirundi, Senoufou, Dioula",Yes,Available on site,"Du lundi au jeudi de 8 h à 21 h, le vendredi de 8 h à 16 h et le samedi 9 h à 13 h.",514-255-3900,info@inici.ca,https://www.alpaong.com/,"2030, Boulevard Pie IX Montréal (Québec) H1V 2C8 Voir sur la carte",Bureau fermé 2 semaines durant la période des fêtes,Grande région métropolitaine de Montréal,Montréal,Montréal,"June 10, 2025"
Intro Drummondville Inc,https://www.quebec.ca/en/immigration/partners/116/intro-drummondville-inc,"142, rue Hériot Drummondville (Centre-du-Québec) J2C 1J8 Tel. : 819 472-8333",Français uniquement,"https://www.google.com/maps/place/142+Rue+H%C3%A9riot,+Drummondville,+QC+J2C+1J8/@45.8864839,-72.4932698,937m/data=!3m2!1e3!4b1!4m6!3m5!1s0x4cc811652c584917:0xd6f16161d64c884b!8m2!3d45.8864839!4d-72.4906949!16s%2Fg%2F11s05qqbrb?entry=ttu&g_ep=EgoyMDI1MDkyMy4wIKXMDSoASAFQAw%3D%3D",https://introdrummondville.ca,"Accueil, installation, intégration, renseignement et référence | Installation et accompagnement des personnes réfugiées prises en charge par l'État | Personne ayant demandé l'asile (DA) - Recherche de logement | Intervenant communautaire interculturel (ICI) Santé-Scolaire-Petite enfance-Jeunesse | Espace Parents",Français uniquement,"Français, Anglais, Arabe, Espagnol, Portugais, Swahili, Lingala, Allemand, Kirundi, Sango, Kaba, Créole, Turque, Chinois, Russe",,,"Lundi, mercredi, jeudi et vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30, mardi de 8 h 30 à 12 h et de 15 h à 16 h 30. Des services sont offerts sur rendez-vous uniquement après 16 h 30.",819-472-8333,info@introdrummondville.ca,https://introdrummondville.ca,"142, rue Hériot Drummondville (Québec) J2C 1J8 Voir sur la carte",Bureau fermé 2 semaines pendant la période de Noël et du jour de l'An,Les municipalités de la MRC de Drummond,Centre-du-Québec,Drummondville,"June 10, 2025"
Intégration Compétences,https://www.quebec.ca/en/immigration/partners/207/integration-competences,CEAP Beloeil Intégration sociale 866 rue Laurier Beloeil (Montérégie) J3G 4K7 Tel. : 449 464-4481 Fax : 449 464-8455,"Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain",https://maps.app.goo.gl/ghsJpmAb18DkRHSB8,https://www.integrationcompetences.ca,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain",Français uniquement,Yes,,Le mardi de 8 h 30 à 12 h. Le point de service peut être ouvert le soir selon les activités organisées ou les besoins des classes en soirée.,449-464-4481,info@integrationcompetences.ca,http://www.integrationcompetences.ca,CEAP Beloeil Intégration sociale 866 rue Laurier Beloeil (Québec) J3G 4K7 Voir sur la carte,Selon l’horaire du Centre de services scolaire des Patriotes,"MRC de Vallée du Richelieu (complet), Marguerite d’Youville en partie), Haut Richelieu Rouville (complet)",Montérégie,Beloeil,"June 10, 2025"
Intégration Compétences,https://www.quebec.ca/en/immigration/partners/205/integration-competences,CEAP Saint Bruno 1430 rue de Montarville Saint-Bruno-de-Montarville (Montérégie) J3V 3T5 Tel. : 447 464-4481 Fax : 447 464-8455,"Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain",https://maps.app.goo.gl/jtKtN1YhE3f5wNLL6,https://www.integrationcompetences.ca,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain",Français uniquement,Yes,,Le mercredi de 8 h 30 à 12 h. Le point de service peut être ouvert le soir selon les activités organisées ou les besoins des classes en soirée.,447-464-4481,info@integrationcompetences.ca,http://www.integrationcompetences.ca,CEAP Saint Bruno 1430 rue de Montarville Saint-Bruno-de-Montarville (Québec) J3V 3T5 Voir sur la carte,Selon l’horaire du Centre de services scolaire des Patriotes,"MRC de Vallée du Richelieu (complet), Marguerite d’Youville en partie), Haut Richelieu Rouville (complet)",Montérégie,Saint-Bruno-de-Montarville,"June 10, 2025"
Intégration Compétences (Beloeil),https://www.quebec.ca/en/immigration/partners/90/integration-competences-beloeil,"287, boulevard Cartier Beloeil (Montérégie) J3G 3R2 Tel. : 450 464-4481 Fax : 450 464-8455","Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain","https://www.google.ca/maps/place/285+Bd+Cartier,+Beloeil,+QC+J3G+3R2/@45.5545161,-73.2162508,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc9aaef33c7e807:0x1a47975d28e9cb6e!8m2!3d45.5545161!4d-73.2140621",https://www.integrationcompetences.ca,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration | Jumelage interculturel | Espace Parents | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain",Français uniquement,Yes,Available on site,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h. Le point de service peut être ouvert le soir selon les activités organisées.,450-464-4481,info@integrationcompetences.ca,http://www.integrationcompetences.ca,"287, boulevard Cartier Beloeil (Québec) J3G 3R2 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,"MRC de Vallée du Richelieu (complet), Marguerite d’Youville en partie), Haut Richelieu Rouville (complet)",Montérégie,Beloeil,"June 10, 2025"
Intégration Compétences (Chambly),https://www.quebec.ca/en/immigration/partners/91/integration-competences-chambly,1282 Avenue Bourgogne Chambly (Montérégie) J3L 1X9 Tel. : 450 464-4481 Fax : 450 447-2037,"Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain","https://www.google.com/maps/place/1282+Av.+Bourgogne,+Chambly,+QC+J3L+1X9/@45.4533468,-73.302492,17z/data=!3m1!4b1!4m6!3m5!1s0x4cc9a819d7130b9b:0xf02e640ce67677aa!8m2!3d45.4533431!4d-73.2999171!16s%2Fg%2F11q2x8vcz3?",https://www.integrationcompetences.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Session Objectif intégration | Jumelage interculturel | Espace Parents | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain",Français uniquement,,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h. Le point de service peut être ouvert le soir selon les activités organisées.,450-464-4481,info@integrationcompetences.ca,http://www.integrationcompetences.ca,1282 Avenue Bourgogne Chambly (Québec) J3L 1X9 Voir sur la carte,Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,"MRC de Vallée du Richelieu (complet), Marguerite d’Youville en partie), Haut Richelieu Rouville (complet)",Montérégie,Chambly,"June 10, 2025"
Intégration Compétences (Marieville),https://www.quebec.ca/en/immigration/partners/203/integration-competences-marieville,"La Relance 500, rue du Docteur Poulin Marieville (Montérégie) J3M 1J5 Tel. : 447 464-4481 Fax : 447 464-8455","Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain",https://maps.app.goo.gl/reMYbXss8oRaE7EU9,https://www.integrationcompetences.ca,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain",Français uniquement,Yes,,Le jeudi de 18 h à 21 h. Le point de service peut être ouvert le soir selon les activités organisées ou les besoins des classes en soirée.,447-464-4481,info@integrationcompetences.ca,http://www.integrationcompetences.ca,"La Relance 500, rue du Docteur Poulin Marieville (Québec) J3M 1J5 Voir sur la carte",Selon l’horaire du Centre de services scolaire de Haut-Richelieu-Rouville,"MRC de Vallée du Richelieu (complet), Marguerite d’Youville en partie), Haut Richelieu Rouville (complet)",Montérégie,Marieville,"June 10, 2025"
Intégration Compétences (McMasterville),https://www.quebec.ca/en/immigration/partners/206/integration-competences-mcmasterville,"CEAP McMasterville Intégration sociale 720 rue Morin, porte E McMasterville (Montérégie) J3G 1H1 Tel. : 448 464-4481 Fax : 448 464-8455","Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain",https://maps.app.goo.gl/xaqHvC7gAYzhrhBc7,https://www.integrationcompetences.ca,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain",Français uniquement,Yes,,Le lundi de 13 h à 16 h. Le point de service peut être ouvert le soir selon les activités organisées ou les besoins des classes en soirée.,448-464-4481,info@integrationcompetences.ca,http://www.integrationcompetences.ca,"CEAP McMasterville Intégration sociale 720 rue Morin, porte E McMasterville (Québec) J3G 1H1 Voir sur la carte",Selon l’horaire du Centre de services scolaire des Patriotes,"MRC de Vallée du Richelieu (complet), Marguerite d’Youville en partie), Haut Richelieu Rouville (complet)",Montérégie,McMasterville,"June 10, 2025"
Intégration Compétences (Sainte-Julie),https://www.quebec.ca/en/immigration/partners/202/integration-competences-sainte-julie,500 avenue Jules-Choquet Sainte-Julie (Montérégie) J3E 1W6 Tel. : 447 464-4481 Fax : 447 464-8455,"Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain",https://maps.app.goo.gl/33pHJmmVPPaaSmgr6,https://www.integrationcompetences.ca,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain",Français uniquement,Yes,,Le mardi de 18 h à 20 h et jeudi de 9 h à 12 h. Le point de service peut être ouvert de soir selon les activités organisées ou les besoins des classes en soirée.,447-464-4481,info@integrationcompetences.ca,http://www.integrationcompetences.ca,500 avenue Jules-Choquet Sainte-Julie (Québec) J3E 1W6 Voir sur la carte,Selon l’horaire du Centre de services scolaire des Patriotes,"MRC de Vallée du Richelieu (complet), Marguerite d’Youville en partie), Haut Richelieu Rouville (complet)",Montérégie,Sainte-Julie,"June 10, 2025"
Intégration Compétences (Varennes),https://www.quebec.ca/en/immigration/partners/204/integration-competences-varennes,CEAP Varennes 20 rue Vincent Varennes (Montérégie) J3X 1R8 Tel. : 447 464-4481 Fax : 447 464-8455,"Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain",https://maps.app.goo.gl/yqtAvjd3mGo1dcFx9,https://www.integrationcompetences.ca,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Espagnol, Ukrainien, Russe, Italien, Roumain",Français uniquement,Yes,,Le mardi de 18 h à 20 h et le jeudi de 18 h à 20 h. Le point de service peut être ouvert le soir selon les activités organisées ou les besoins des classes en soirée.,447-464-4481,info@integrationcompetences.ca,http://www.integrationcompetences.ca,CEAP Varennes 20 rue Vincent Varennes (Québec) J3X 1R8 Voir sur la carte,Selon l’horaire du Centre de services scolaire des Patriotes,"MRC de Vallée du Richelieu (complet), Marguerite d’Youville en partie), Haut Richelieu Rouville (complet)",Montérégie,Varennes,"June 10, 2025"
Jardin Humani-Terre,https://www.quebec.ca/en/immigration/partners/192/jardin-humani-terre,1172 Rang Double Saint-Lin-Laurentides (Lanaudière) J5M 1X8 Tel. : 450 439-3654,"Français, Anglais, Espagnol de base",https://maps.app.goo.gl/Y9pXnvrtY7BqXczs8,https://jardinhumani-terre.ca/,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Espagnol de base","Français, Anglais",Yes,,"Du lundi au jeudi de 9 h à 13 h et de 13 h à 17 h, et du vendredi au dimanche sur Rendez-vous.",450-439-3654,info@jardinhumani-terre.ca,https://jardinhumani-terre.ca/,1172 Rang Double Saint-Lin-Laurentides (Québec) J5M 1X8 Voir sur la carte,Bureau fermé durant Noël et le jour de l'An,Les municipalités de la MRC Montcalm,Lanaudière,Saint-Lin-Laurentides,"June 10, 2025"
Kif-Kif Familles Mobilisées en Action,https://www.quebec.ca/en/immigration/partners/152/kif-kif-familles-mobilisees-en-action,"37, Rue Carmichaël Québec (Capitale-Nationale) G1E 6H7 Tel. : 581 745-2164","Français, Arabe, Créole, Anglais","https://www.google.com/maps/place/37+Rue+Carmicha%C3%ABl,+Qu%C3%A9bec,+QC+G1E+6H7/@46.8663203,-71.1872746,16z/data=!3m1!4b1!4m6!3m5!1s0x4cb8bdd6b8fd9501:0x486527874d3e2b60!8m2!3d46.8663167!4d-71.1846997!16s%2Fg%2F11y3wp0799?entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D",https://kifkif.ca/,"Accueil, installation, intégration, renseignement et référence","Français, Arabe, Créole, Anglais","Français, Arabe, Créole, Espagnol, Anglais, Berbère",Yes,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30.,581-745-2164,kifkifplanet@gmail.com,https://kifkif.ca/,"37, Rue Carmichaël Québec (Québec) G1E 6H7 Voir sur la carte","Bureau fermé une semaine à la période des fêtes, et 2 semaines pendant l'été","Ville de Québec, principalement l'arrondissement de Beauport",Capitale-Nationale,Québec,"June 10, 2025"
